Gene stable ID,Gene name,Mouse gene stable ID,Mouse gene name
ENSG00000139351,SYCP3,ENSMUSG00000095293,Gm10058
ENSG00000139351,SYCP3,ENSMUSG00000073257,Gm10488
ENSG00000139351,SYCP3,ENSMUSG00000093993,Gm20736
ENSG00000139351,SYCP3,ENSMUSG00000100045,Gm20929
ENSG00000139351,SYCP3,ENSMUSG00000096457,Gm10147
ENSG00000139351,SYCP3,ENSMUSG00000100055,Gm20890
ENSG00000139351,SYCP3,ENSMUSG00000096902,Gm20843
ENSG00000139351,SYCP3,ENSMUSG00000094821,Gm21518
ENSG00000139351,SYCP3,ENSMUSG00000095153,Gm21095
ENSG00000139351,SYCP3,ENSMUSG00000073247,Gm10486
ENSG00000139351,SYCP3,ENSMUSG00000020059,Sycp3
ENSG00000139351,SYCP3,ENSMUSG00000096626,Gm21861
ENSG00000139351,SYCP3,ENSMUSG00000101243,Gm28919
ENSG00000139351,SYCP3,ENSMUSG00000094746,Gm20916
ENSG00000139351,SYCP3,ENSMUSG00000099792,Gm29564
ENSG00000139351,SYCP3,ENSMUSG00000096769,Gm21117
ENSG00000130055,GDPD2,ENSMUSG00000019359,Gdpd2
ENSG00000199805,RNU1-134P,ENSMUSG00000119449,Gm25818
ENSG00000137225,CAPN11,ENSMUSG00000058626,Capn11
ENSG00000198276,UCKL1,ENSMUSG00000089917,Uckl1
ENSG00000054356,PTPRN,ENSMUSG00000026204,Ptprn
ENSG00000162063,CCNF,ENSMUSG00000072082,Ccnf
ENSG00000138696,BMPR1B,ENSMUSG00000052430,Bmpr1b
ENSG00000197993,KEL,ENSMUSG00000029866,Kel
ENSG00000196700,ZNF512B,ENSMUSG00000000823,Zfp512b
ENSG00000090006,LTBP4,ENSMUSG00000040488,Ltbp4
ENSG00000130590,SAMD10,ENSMUSG00000038605,Samd10
ENSG00000171453,POLR1C,ENSMUSG00000067148,Polr1c
ENSG00000160446,ZDHHC12,ENSMUSG00000015335,Zdhhc12
ENSG00000154767,XPC,ENSMUSG00000030094,Xpc
ENSG00000086159,AQP6,ENSMUSG00000043144,Aqp6
ENSG00000120509,PDZD11,ENSMUSG00000015668,Pdzd11
ENSG00000095564,BTAF1,ENSMUSG00000040565,Btaf1
ENSG00000162062,TEDC2,ENSMUSG00000024118,Tedc2
ENSG00000160445,ZER1,ENSMUSG00000039686,Zer1
ENSG00000111696,NT5DC3,ENSMUSG00000054027,Nt5dc3
ENSG00000159763,PIP,ENSMUSG00000058499,Pip
ENSG00000163463,KRTCAP2,ENSMUSG00000042747,Krtcap2
ENSG00000010671,BTK,ENSMUSG00000031264,Btk
ENSG00000165131,LLCFC1,ENSMUSG00000029867,Llcfc1
ENSG00000107021,TBC1D13,ENSMUSG00000039678,Tbc1d13
ENSG00000164675,IQUB,ENSMUSG00000046192,Iqub
ENSG00000073792,IGF2BP2,ENSMUSG00000033581,Igf2bp2
ENSG00000104343,UBE2W,ENSMUSG00000025939,Ube2w
ENSG00000169231,THBS3,ENSMUSG00000028047,Thbs3
ENSG00000111790,FGFR1OP2,ENSMUSG00000040242,Fgfr1op2
ENSG00000101251,SEL1L2,ENSMUSG00000074764,Sel1l2
ENSG00000107954,NEURL1,ENSMUSG00000006435,Neurl1a
ENSG00000148429,USP6NL,ENSMUSG00000039046,Usp6nl
ENSG00000157869,RAB28,ENSMUSG00000029128,Rab28
ENSG00000167136,ENDOG,ENSMUSG00000015337,Endog
ENSG00000173208,ABCD2,ENSMUSG00000055782,Abcd2
ENSG00000207338,RNU6-296P,ENSMUSG00000065333,Gm24928
ENSG00000198917,SPOUT1,ENSMUSG00000039660,Spout1
ENSG00000128609,NDUFA5,ENSMUSG00000023089,Ndufa5
ENSG00000173511,VEGFB,ENSMUSG00000024962,Vegfb
ENSG00000172264,MACROD2,ENSMUSG00000068205,Macrod2
ENSG00000127337,YEATS4,ENSMUSG00000020171,Yeats4
ENSG00000162068,NTN3,ENSMUSG00000117406,Ntn3
ENSG00000197321,SVIL,ENSMUSG00000024236,Svil
ENSG00000137207,YIPF3,ENSMUSG00000071074,Yipf3
ENSG00000185883,ATP6V0C,ENSMUSG00000024121,Atp6v0c
ENSG00000071203,MS4A12,ENSMUSG00000101031,Ms4a12
ENSG00000242028,HYPK,ENSMUSG00000027245,Hypk
ENSG00000204979,MS4A13,ENSMUSG00000057240,Ms4a13
ENSG00000201780,RNU6-275P,ENSMUSG00000093258,Gm22929
ENSG00000157450,RNF111,ENSMUSG00000032217,Rnf111
ENSG00000201549,Y_RNA,ENSMUSG00002075391,Gm56322
ENSG00000201549,Y_RNA,ENSMUSG00000065293,Gm26124
ENSG00000201549,Y_RNA,ENSMUSG00000092999,Gm23921
ENSG00000201549,Y_RNA,ENSMUSG00002075205,Gm56480
ENSG00000201549,Y_RNA,ENSMUSG00000119124,Gm54851
ENSG00000201549,Y_RNA,ENSMUSG00000064765,Gm26456
ENSG00000201549,Y_RNA,ENSMUSG00002075209,Gm55767
ENSG00000201549,Y_RNA,ENSMUSG00000064883,Gm24203
ENSG00000201549,Y_RNA,ENSMUSG00000065047,Gm24045
ENSG00000201549,Y_RNA,ENSMUSG00000119849,Gm54376
ENSG00000140992,PDPK1,ENSMUSG00000024122,Pdpk1
ENSG00000199551,RNU6-545P,ENSMUSG00000088370,Gm22880
ENSG00000256394,ASIC5,ENSMUSG00000028008,Asic5
ENSG00000200105,RNU6-251P,ENSMUSG00002076276,Gm54461
ENSG00000207010,RNU6-318P,ENSMUSG00000064673,Gm22805
ENSG00000207010,RNU6-318P,ENSMUSG00000119049,Gm25235
ENSG00000207010,RNU6-318P,ENSMUSG00000089584,Gm23337
ENSG00000207010,RNU6-318P,ENSMUSG00000119265,Gm25781
ENSG00000125848,FLRT3,ENSMUSG00000051379,Flrt3
ENSG00000272469,RN7SL760P,ENSMUSG00000092805,Gm26461
ENSG00000222950,RN7SKP262,ENSMUSG00002076719,Gm56236
ENSG00000222950,RN7SKP262,ENSMUSG00002076513,Gm54823
ENSG00000222950,RN7SKP262,ENSMUSG00002075707,Gm55494
ENSG00000154582,ELOC,ENSMUSG00000079658,Eloc
ENSG00000212496,RNU6-1093P,ENSMUSG00000089452,Gm24223
ENSG00000252204,,ENSMUSG00002076490,Gm54634
ENSG00000207313,SNORA2B,ENSMUSG00000065939,Snora2b
ENSG00000221491,SNORA2C,ENSMUSG00002076288,Snora34
ENSG00000199571,,ENSMUSG00002075900,Gm54889
ENSG00000151790,TDO2,ENSMUSG00000028011,Tdo2
ENSG00000238669,RNU6-333P,ENSMUSG00000119031,Gm24149
ENSG00000144908,ALDH1L1,ENSMUSG00000030088,Aldh1l1
ENSG00000101353,MROH8,ENSMUSG00000074627,Mroh8
ENSG00000212461,,ENSMUSG00000089322,Gm25977
ENSG00000212461,,ENSMUSG00000095394,Gm25485
ENSG00000212461,,ENSMUSG00000088495,Gm24398
ENSG00000212461,,ENSMUSG00000119486,Gm26422
ENSG00000212461,,ENSMUSG00000088425,Gm24422
ENSG00000212461,,ENSMUSG00000119417,Gm24599
ENSG00000212461,,ENSMUSG00000118903,Gm23139
ENSG00000212461,,ENSMUSG00000088362,Gm23498
ENSG00000212461,,ENSMUSG00000088746,Gm23225
ENSG00000212461,,ENSMUSG00000119270,Gm24314
ENSG00000212461,,ENSMUSG00000088739,Gm23891
ENSG00000212461,,ENSMUSG00000088558,Gm22506
ENSG00000212461,,ENSMUSG00000089331,Gm24345
ENSG00000212461,,ENSMUSG00000119737,Gm23923
ENSG00000212461,,ENSMUSG00000088846,Gm26354
ENSG00000212461,,ENSMUSG00000119192,Gm22900
ENSG00000212461,,ENSMUSG00000119733,Gm25076
ENSG00000212461,,ENSMUSG00000089252,Gm25715
ENSG00000212461,,ENSMUSG00000089335,Gm24348
ENSG00000212461,,ENSMUSG00000089279,Gm24554
ENSG00000212461,,ENSMUSG00000088883,Gm24212
ENSG00000212461,,ENSMUSG00000077425,Gm24280
ENSG00000212461,,ENSMUSG00000077339,Gm23010
ENSG00000212461,,ENSMUSG00000077660,Gm24257
ENSG00000212461,,ENSMUSG00000088848,Gm26352
ENSG00000212461,,ENSMUSG00000089220,Gm22074
ENSG00000212461,,ENSMUSG00000077592,Gm26013
ENSG00000212461,,ENSMUSG00000089606,Gm22501
ENSG00000212461,,ENSMUSG00000088379,Gm25185
ENSG00000212461,,ENSMUSG00000077539,Gm22546
ENSG00000212461,,ENSMUSG00000088953,Gm24942
ENSG00000212461,,ENSMUSG00000088796,Gm22536
ENSG00000212461,,ENSMUSG00000077735,Gm24556
ENSG00000212461,,ENSMUSG00000087867,Gm24443
ENSG00000212461,,ENSMUSG00000088392,Gm26307
ENSG00000212461,,ENSMUSG00000088633,Gm22313
ENSG00000212461,,ENSMUSG00000118925,Gm22115
ENSG00000212461,,ENSMUSG00000088906,Gm25438
ENSG00000212461,,ENSMUSG00000089275,Gm24548
ENSG00000212461,,ENSMUSG00000088257,Gm24286
ENSG00000212461,,ENSMUSG00000089427,Gm26005
ENSG00000212461,,ENSMUSG00000088792,Gm22539
ENSG00000212461,,ENSMUSG00000119930,Gm25066
ENSG00000212461,,ENSMUSG00000087903,Gm22039
ENSG00000212461,,ENSMUSG00000089130,Gm24770
ENSG00000212461,,ENSMUSG00000087857,Gm22791
ENSG00000212461,,ENSMUSG00000077484,Gm25274
ENSG00000212461,,ENSMUSG00000088440,Gm23555
ENSG00000212461,,ENSMUSG00000077693,Gm25345
ENSG00000212461,,ENSMUSG00000077392,Gm24337
ENSG00000212461,,ENSMUSG00000077400,Gm25417
ENSG00000252415,RNU6-1012P,ENSMUSG00000065898,Gm24522
ENSG00000200183,RNU6-238P,ENSMUSG00000093258,Gm22929
ENSG00000171097,KYAT1,ENSMUSG00000039648,Kyat1
ENSG00000223273,RN7SKP172,ENSMUSG00002076769,Gm55788
ENSG00000252850,RNU1-117P,ENSMUSG00000087708,Gm23000
ENSG00000199172,MIR331,ENSMUSG00000065607,Mir331
ENSG00000110079,MS4A4A,ENSMUSG00000024678,Ms4a4d
ENSG00000110079,MS4A4A,ENSMUSG00000056290,Ms4a4b
ENSG00000110079,MS4A4A,ENSMUSG00000024675,Ms4a4c
ENSG00000110079,MS4A4A,ENSMUSG00000101389,Ms4a4a
ENSG00000252220,RNU6-977P,ENSMUSG00000089035,Gm22157
ENSG00000207414,RNU6-768P,ENSMUSG00000119728,Gm22062
ENSG00000185513,L3MBTL1,ENSMUSG00000035576,L3mbtl1
ENSG00000054654,SYNE2,ENSMUSG00000063450,Syne2
ENSG00000164587,RPS14,ENSMUSG00000024608,Rps14
ENSG00000252863,RNU6-1183P,ENSMUSG00002076226,Gm55576
ENSG00000252863,RNU6-1183P,ENSMUSG00000084601,Gm23111
ENSG00000182698,RESP18,ENSMUSG00000033061,Resp18
ENSG00000222544,RNU6-735P,ENSMUSG00002075498,Gm54442
ENSG00000222932,RNU6-172P,ENSMUSG00000088154,Gm25637
ENSG00000105245,NUMBL,ENSMUSG00000063160,Numbl
ENSG00000264978,RN7SL630P,ENSMUSG00000093056,Gm24812
ENSG00000170807,LMOD2,ENSMUSG00000029683,Lmod2
ENSG00000200897,,ENSMUSG00000064440,Gm26224
ENSG00000201042,,ENSMUSG00000065653,Gm23105
ENSG00000201042,,ENSMUSG00000087964,Gm25388
ENSG00000201042,,ENSMUSG00000089287,Gm22944
ENSG00000201042,,ENSMUSG00000087793,Gm25967
ENSG00000177628,GBA1,ENSMUSG00000028048,Gba
ENSG00000256043,CTSO,ENSMUSG00000028015,Ctso
ENSG00000106299,WASL,ENSMUSG00000029684,Wasl
ENSG00000119147,ECRG4,ENSMUSG00000026051,Ecrg4
ENSG00000175606,TMEM70,ENSMUSG00000025940,Tmem70
ENSG00000253089,RNU1-104P,ENSMUSG00000064943,Gm23240
ENSG00000153976,HS3ST3A1,ENSMUSG00000047759,Hs3st3a1
ENSG00000221479,MIR1251,ENSMUSG00000093227,Mir1251
ENSG00000207586,MIR135A2,ENSMUSG00000065524,Mir135a-2
ENSG00000124571,XPO5,ENSMUSG00000067150,Xpo5
ENSG00000006831,ADIPOR2,ENSMUSG00000030168,Adipor2
ENSG00000006695,COX10,ENSMUSG00000042148,Cox10
ENSG00000079215,SLC1A3,ENSMUSG00000005360,Slc1a3
ENSG00000115652,UXS1,ENSMUSG00000057363,Uxs1
ENSG00000106302,HYAL4,ENSMUSG00000029680,Hyal4
ENSG00000154589,LY96,ENSMUSG00000025779,Ly96
ENSG00000106333,PCOLCE,ENSMUSG00000029718,Pcolce
ENSG00000151062,CACNA2D4,ENSMUSG00000041460,Cacna2d4
ENSG00000170522,ELOVL6,ENSMUSG00000041220,Elovl6
ENSG00000137821,LRRC49,ENSMUSG00000047766,Lrrc49
ENSG00000106330,MOSPD3,ENSMUSG00000037221,Mospd3
ENSG00000178125,PPP1R42,ENSMUSG00000025916,Ppp1r42
ENSG00000125430,HS3ST3B1,ENSMUSG00000070407,Hs3st3b1
ENSG00000172977,KAT5,ENSMUSG00000024926,Kat5
ENSG00000136802,LRRC8A,ENSMUSG00000007476,Lrrc8a
ENSG00000212160,RNU6-205P,ENSMUSG00000089452,Gm24223
ENSG00000123815,COQ8B,ENSMUSG00000003762,Coq8b
ENSG00000199894,,ENSMUSG00000077394,Gm24339
ENSG00000183808,RBM12B,ENSMUSG00000046667,Rbm12b1
ENSG00000183808,RBM12B,ENSMUSG00000052137,Rbm12b2
ENSG00000175287,PHYHD1,ENSMUSG00000079484,Phyhd1
ENSG00000161542,PRPSAP1,ENSMUSG00000015869,Prpsap1
ENSG00000147789,ZNF7,ENSMUSG00000033669,Zfp7
ENSG00000170734,POLH,ENSMUSG00000023953,Polh
ENSG00000106327,TFR2,ENSMUSG00000029716,Tfr2
ENSG00000138660,AP1AR,ENSMUSG00000074238,Ap1ar
ENSG00000116521,SCAMP3,ENSMUSG00000028049,Scamp3
ENSG00000118705,RPN2,ENSMUSG00000027642,Rpn2
ENSG00000162065,TBC1D24,ENSMUSG00000036473,Tbc1d24
ENSG00000172432,GTPBP2,ENSMUSG00000023952,Gtpbp2
ENSG00000152076,CCDC74B,ENSMUSG00000041617,Ccdc74a
ENSG00000252320,RNU6-320P,ENSMUSG00000084740,Gm25294
ENSG00000252320,RNU6-320P,ENSMUSG00000089370,Gm22140
ENSG00000130313,PGLS,ENSMUSG00000031807,Pgls
ENSG00000102245,CD40LG,ENSMUSG00000031132,Cd40lg
ENSG00000109736,MFSD10,ENSMUSG00000001082,Mfsd10
ENSG00000176170,SPHK1,ENSMUSG00000061878,Sphk1
ENSG00000176444,CLK2,ENSMUSG00000068917,Clk2
ENSG00000124688,MAD2L1BP,ENSMUSG00000034509,Mad2l1bp
ENSG00000172426,RSPH9,ENSMUSG00000023966,Rsph9
ENSG00000129675,ARHGEF6,ENSMUSG00000031133,Arhgef6
ENSG00000142444,TIMM29,ENSMUSG00000048429,Timm29
ENSG00000104964,TLE5,ENSMUSG00000054452,Tle5
ENSG00000096088,PGC,ENSMUSG00000023987,Pgc
ENSG00000077080,ACTL6B,ENSMUSG00000029712,Actl6b
ENSG00000156026,MCU,ENSMUSG00000009647,Mcu
ENSG00000175193,PARL,ENSMUSG00000033918,Parl
ENSG00000166783,MARF1,ENSMUSG00000060657,Marf1
ENSG00000152082,MZT2B,ENSMUSG00000022671,Mzt2
ENSG00000172733,PURG,ENSMUSG00000049184,Purg
ENSG00000137218,FRS3,ENSMUSG00000023266,Frs3
ENSG00000172354,GNB2,ENSMUSG00000029713,Gnb2
ENSG00000196711,ALKAL1,ENSMUSG00000087247,Alkal1
ENSG00000175931,UBE2O,ENSMUSG00000020802,Ube2o
ENSG00000143630,HCN3,ENSMUSG00000028051,Hcn3
ENSG00000094880,CDC23,ENSMUSG00000024370,Cdc23
ENSG00000206979,SNORD61,ENSMUSG00000065110,Snord61
ENSG00000072315,TRPC5,ENSMUSG00000041710,Trpc5
ENSG00000147443,DOK2,ENSMUSG00000022102,Dok2
ENSG00000278224,PRICKLE4,ENSMUSG00000096549,Prickle4
ENSG00000175283,DOLK,ENSMUSG00000075419,Dolk
ENSG00000095319,NUP188,ENSMUSG00000052533,Nup188
ENSG00000188542,DUSP28,ENSMUSG00000047067,Dusp28
ENSG00000206977,,ENSMUSG00000093277,Gm26236
ENSG00000206977,,ENSMUSG00000065226,Gm25791
ENSG00000087269,NOP14,ENSMUSG00000036693,Nop14
ENSG00000187823,RTL4,ENSMUSG00000071679,Rtl4
ENSG00000143627,PKLR,ENSMUSG00000041237,Pklr
ENSG00000282815,TEX13C,ENSMUSG00000078320,Tex13c1
ENSG00000282815,TEX13C,ENSMUSG00000105993,Tex13d
ENSG00000228570,NUTM2E,ENSMUSG00000071909,Nutm2
ENSG00000126768,TIMM17B,ENSMUSG00000031158,Timm17b
ENSG00000162961,DPY30,ENSMUSG00000024067,Dpy30
ENSG00000138193,PLCE1,ENSMUSG00000024998,Plce1
ENSG00000161544,CYGB,ENSMUSG00000020810,Cygb
ENSG00000130227,XPO7,ENSMUSG00000022100,Xpo7
ENSG00000172922,RNASEH2C,ENSMUSG00000024925,Rnaseh2c
ENSG00000158402,CDC25C,ENSMUSG00000044201,Cdc25c
ENSG00000152683,SLC30A6,ENSMUSG00000024069,Slc30a6
ENSG00000163660,CCNL1,ENSMUSG00000027829,Ccnl1
ENSG00000223263,RNU6-387P,ENSMUSG00000119039,Gm22287
ENSG00000126259,KIRREL2,ENSMUSG00000036915,Kirrel2
ENSG00000274091,SNORD1C,ENSMUSG00000077604,Snord1b
ENSG00000274091,SNORD1C,ENSMUSG00000065635,Gm24253
ENSG00000274091,SNORD1C,ENSMUSG00000065640,Snord1c
ENSG00000254470,AP5B1,ENSMUSG00000049562,Ap5b1
ENSG00000278261,SNORD1A,ENSMUSG00000065094,Snord1a
ENSG00000284526,,ENSMUSG00000110170,St6galnac2
ENSG00000070731,ST6GALNAC2,ENSMUSG00000057286,St6galnac2
ENSG00000172818,OVOL1,ENSMUSG00000024922,Ovol1
ENSG00000174059,CD34,ENSMUSG00000016494,Cd34
ENSG00000176896,TCEANC,ENSMUSG00000051224,Tceanc
ENSG00000172757,CFL1,ENSMUSG00000056201,Cfl1
ENSG00000165168,CYBB,ENSMUSG00000015340,Cybb
ENSG00000125388,GRK4,ENSMUSG00000052783,Grk4
ENSG00000166819,PLIN1,ENSMUSG00000030546,Plin1
ENSG00000070526,ST6GALNAC1,ENSMUSG00000009588,St6galnac1
ENSG00000201113,RNU6-647P,ENSMUSG00002075658,Gm55850
ENSG00000198223,CSF2RA,ENSMUSG00000059326,Csf2ra
ENSG00000283736,MIR484,ENSMUSG00000070074,Mir484
ENSG00000095321,CRAT,ENSMUSG00000026853,Crat
ENSG00000072864,NDE1,ENSMUSG00000022678,Nde1
ENSG00000142657,PGD,ENSMUSG00000028961,Pgd
ENSG00000153832,FBXO36,ENSMUSG00000073633,Fbxo36
ENSG00000166821,PEX11A,ENSMUSG00000030545,Pex11a
ENSG00000163053,SLC16A14,ENSMUSG00000026220,Slc16a14
ENSG00000172803,SNX32,ENSMUSG00000056185,Snx32
ENSG00000172336,POP7,ENSMUSG00000029715,Pop7
ENSG00000119333,DYNC2I2,ENSMUSG00000039715,Dync2i2
ENSG00000130427,EPO,ENSMUSG00000029711,Epo
ENSG00000130150,MOSPD2,ENSMUSG00000061778,Mospd2
ENSG00000243789,JMJD7,ENSMUSG00000098789,Jmjd7
ENSG00000135917,SLC19A3,ENSMUSG00000038496,Slc19a3
ENSG00000187764,SEMA4D,ENSMUSG00000021451,Sema4d
ENSG00000120709,FAM53C,ENSMUSG00000034300,Fam53c
ENSG00000146839,ZAN,ENSMUSG00000079173,Zan
ENSG00000175279,CENPS,ENSMUSG00000073705,Cenps
ENSG00000199735,RNU6-227P,ENSMUSG00000064734,Gm23445
ENSG00000199735,RNU6-227P,ENSMUSG00000089055,Gm22675
ENSG00000160049,DFFA,ENSMUSG00000028974,Dffa
ENSG00000198739,LRRTM3,ENSMUSG00000042846,Lrrtm3
ENSG00000161547,SRSF2,ENSMUSG00000034120,Srsf2
ENSG00000189376,C8orf76,ENSMUSG00000101892,9130401M01Rik
ENSG00000172732,MUS81,ENSMUSG00000024906,Mus81
ENSG00000165632,TAF3,ENSMUSG00000025782,Taf3
ENSG00000181544,FANCB,ENSMUSG00000047757,Fancb
ENSG00000120733,KDM3B,ENSMUSG00000038773,Kdm3b
ENSG00000144959,NCEH1,ENSMUSG00000027698,Nceh1
ENSG00000150593,PDCD4,ENSMUSG00000024975,Pdcd4
ENSG00000115009,CCL20,ENSMUSG00000026166,Ccl20
ENSG00000129667,RHBDF2,ENSMUSG00000020806,Rhbdf2
ENSG00000221643,SNORA77,ENSMUSG00000080364,Gm25777
ENSG00000122188,LAX1,ENSMUSG00000051998,Lax1
ENSG00000105290,APLP1,ENSMUSG00000006651,Aplp1
ENSG00000165156,ZHX1,ENSMUSG00000022361,Zhx1
ENSG00000103260,METRN,ENSMUSG00000002274,Metrn
ENSG00000170876,TMEM43,ENSMUSG00000030095,Tmem43
ENSG00000123977,DAW1,ENSMUSG00000053161,Daw1
ENSG00000182004,SNRPE,ENSMUSG00000090553,Snrpe
ENSG00000103254,ANTKMT,ENSMUSG00000057411,Antkmt
ENSG00000132639,SNAP25,ENSMUSG00000027273,Snap25
ENSG00000147689,FAM83A,ENSMUSG00000051225,Fam83a
ENSG00000102053,ZC3H12B,ENSMUSG00000035045,Zc3h12b
ENSG00000130768,SMPDL3B,ENSMUSG00000028885,Smpdl3b
ENSG00000188981,MSANTD1,ENSMUSG00000051246,Msantd1
ENSG00000243978,RTL9,ENSMUSG00000085584,Rtl9
ENSG00000103245,CIAO3,ENSMUSG00000002280,Ciao3
ENSG00000272237,,ENSMUSG00002076490,Gm54634
ENSG00000137877,SPTBN5,ENSMUSG00000074899,Sptbn5
ENSG00000145287,PLAC8,ENSMUSG00000029322,Plac8
ENSG00000074047,GLI2,ENSMUSG00000048402,Gli2
ENSG00000180834,MAP6D1,ENSMUSG00000041205,Map6d1
ENSG00000129422,MTUS1,ENSMUSG00000045636,Mtus1
ENSG00000145107,TM4SF19,ENSMUSG00000079625,Tm4sf19
ENSG00000166159,LRTM2,ENSMUSG00000055003,Lrtm2
ENSG00000101346,POFUT1,ENSMUSG00000046020,Pofut1
ENSG00000214413,BBIP1,ENSMUSG00000084957,Bbip1
ENSG00000120738,EGR1,ENSMUSG00000038418,Egr1
ENSG00000172543,CTSW,ENSMUSG00000024910,Ctsw
ENSG00000197603,CPLANE1,ENSMUSG00000039801,Cplane1
ENSG00000101940,WDR13,ENSMUSG00000031166,Wdr13
ENSG00000158156,XKR8,ENSMUSG00000037752,Xkr8
ENSG00000198585,NUDT16,ENSMUSG00000032566,Nudt16l2
ENSG00000198585,NUDT16,ENSMUSG00000032565,Nudt16
ENSG00000173085,COQ2,ENSMUSG00000029319,Coq2
ENSG00000079263,SP140,ENSMUSG00000026222,Sp100
ENSG00000151065,DCP1B,ENSMUSG00000041477,Dcp1b
ENSG00000170191,NANP,ENSMUSG00000053916,Nanp
ENSG00000181744,DIPK2A,ENSMUSG00000045414,Dipk2a
ENSG00000182118,FAM89A,ENSMUSG00000043068,Fam89a
ENSG00000144840,RABL3,ENSMUSG00000022827,Rabl3
ENSG00000143633,C1orf131,ENSMUSG00000031984,2810004N23Rik
ENSG00000130684,ZNF337,ENSMUSG00000055150,Zfp78
ENSG00000081386,ZNF510,ENSMUSG00000055102,Zfp819
ENSG00000148219,ASTN2,ENSMUSG00000028373,Astn2
ENSG00000173083,HPSE,ENSMUSG00000035273,Hpse
ENSG00000104131,EIF3J,ENSMUSG00000043424,Eif3j2
ENSG00000104131,EIF3J,ENSMUSG00000027236,Eif3j1
ENSG00000111752,PHC1,ENSMUSG00000040669,Phc1
ENSG00000102854,MSLN,ENSMUSG00000063011,Msln
ENSG00000196411,EPHB4,ENSMUSG00000029710,Ephb4
ENSG00000101856,PGRMC1,ENSMUSG00000006373,Pgrmc1
ENSG00000163380,LMOD3,ENSMUSG00000044086,Lmod3
ENSG00000108061,SHOC2,ENSMUSG00000024976,Shoc2
ENSG00000126001,CEP250,ENSMUSG00000038241,Cep250
ENSG00000126264,HCST,ENSMUSG00000064109,Hcst
ENSG00000077713,SLC25A43,ENSMUSG00000037636,Slc25a43
ENSG00000132773,TOE1,ENSMUSG00000028688,Toe1
ENSG00000129657,SEC14L1,ENSMUSG00000020823,Sec14l1
ENSG00000134640,MTNR1B,ENSMUSG00000050901,Mtnr1b
ENSG00000005022,SLC25A5,ENSMUSG00000016319,Slc25a5
ENSG00000163635,ATXN7,ENSMUSG00000021738,Atxn7
ENSG00000180773,SLC36A4,ENSMUSG00000043885,Slc36a4
ENSG00000077721,UBE2A,ENSMUSG00000016308,Ube2a
ENSG00000070759,TESK2,ENSMUSG00000033985,Tesk2
ENSG00000011600,TYROBP,ENSMUSG00000030579,Tyrobp
ENSG00000204394,VARS1,ENSMUSG00000007029,Vars
ENSG00000185880,TRIM69,ENSMUSG00000033368,Trim69
ENSG00000185662,SMIM23,ENSMUSG00000020270,Smim23
ENSG00000072803,FBXW11,ENSMUSG00000020271,Fbxw11
ENSG00000207808,MIR27A,ENSMUSG00000065444,Mir27a
ENSG00000207980,MIR23A,ENSMUSG00000065611,Mir23a
ENSG00000207613,MIR181C,ENSMUSG00000065483,Mir181c
ENSG00000132005,RFX1,ENSMUSG00000031706,Rfx1
ENSG00000165323,FAT3,ENSMUSG00000074505,Fat3
ENSG00000146828,SLC12A9,ENSMUSG00000037344,Slc12a9
ENSG00000132763,MMACHC,ENSMUSG00000028690,Mmachc
ENSG00000113525,IL5,ENSMUSG00000036117,Il5
ENSG00000104529,EEF1D,ENSMUSG00000055762,Eef1d
ENSG00000169064,ZBBX,ENSMUSG00000034151,Zbbx
ENSG00000204392,LSM2,ENSMUSG00000007050,Lsm2
ENSG00000003056,M6PR,ENSMUSG00000007458,M6pr
ENSG00000055147,FAM114A2,ENSMUSG00000020523,Fam114a2
ENSG00000103855,CD276,ENSMUSG00000035914,Cd276
ENSG00000150594,ADRA2A,ENSMUSG00000033717,Adra2a
ENSG00000171136,RLN3,ENSMUSG00000045232,Rln3
ENSG00000104998,IL27RA,ENSMUSG00000005465,Il27ra
ENSG00000122877,EGR2,ENSMUSG00000037868,Egr2
ENSG00000204390,HSPA1L,ENSMUSG00000007033,Hspa1l
ENSG00000196611,MMP1,ENSMUSG00000041620,Mmp1b
ENSG00000196611,MMP1,ENSMUSG00000043089,Mmp1a
ENSG00000162006,MSLNL,ENSMUSG00000041062,Mslnl
ENSG00000204389,HSPA1A,ENSMUSG00000091971,Hspa1a
ENSG00000204389,HSPA1A,ENSMUSG00000090877,Hspa1b
ENSG00000204388,HSPA1B,ENSMUSG00000091971,Hspa1a
ENSG00000204388,HSPA1B,ENSMUSG00000090877,Hspa1b
ENSG00000148835,TAF5,ENSMUSG00000025049,Taf5
ENSG00000197912,SPG7,ENSMUSG00000000738,Spg7
ENSG00000166348,USP54,ENSMUSG00000034235,Usp54
ENSG00000187867,PALM3,ENSMUSG00000047986,Palm3
ENSG00000066382,MPPED2,ENSMUSG00000016386,Mpped2
ENSG00000139187,KLRG1,ENSMUSG00000030114,Klrg1
ENSG00000018610,STEEP1,ENSMUSG00000006423,Steep1
ENSG00000188032,C19orf67,ENSMUSG00000046408,1700067K01Rik
ENSG00000105011,ASF1B,ENSMUSG00000005470,Asf1b
ENSG00000196363,WDR5,ENSMUSG00000026917,Wdr5
ENSG00000087077,TRIP6,ENSMUSG00000023348,Trip6
ENSG00000126838,PZP,ENSMUSG00000059908,Mug1
ENSG00000126838,PZP,ENSMUSG00000030131,Mug2
ENSG00000126838,PZP,ENSMUSG00000108022,Gm7298
ENSG00000101076,HNF4A,ENSMUSG00000017950,Hnf4a
