source,target,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,curation_effort,references,sources,type,references_stripped,n_references,n_sources,n_primary_sources,category_intercell_source,parent_intercell_source,database_intercell_source,scope_intercell_source,aspect_intercell_source,category_source_intercell_source,uniprot_intercell_source,genesymbol_intercell_source,entity_type_intercell_source,consensus_score_intercell_source,transmitter_intercell_source,receiver_intercell_source,secreted_intercell_source,plasma_membrane_transmembrane_intercell_source,plasma_membrane_peripheral_intercell_source,category_intercell_target,parent_intercell_target,database_intercell_target,scope_intercell_target,aspect_intercell_target,category_source_intercell_target,uniprot_intercell_target,genesymbol_intercell_target,entity_type_intercell_target,consensus_score_intercell_target,transmitter_intercell_target,receiver_intercell_target,secreted_intercell_target,plasma_membrane_transmembrane_intercell_target,plasma_membrane_peripheral_intercell_target
Q9Y4X3,P32246,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q9Y4X3,CCL27,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32246,CCR1,protein,21,False,True,False,True,False
Q9NRJ3,P32246,True,False,True,True,False,0,,Kirouac2010;Wang,post_translational,,,2,2,ligand,ligand,,generic,functional,resource_specific,Q9NRJ3,CCL28,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32246,CCR1,protein,21,False,True,False,True,False
O15467,P32246,True,False,True,True,False,14,CellPhoneDB:24218476;CellTalkDB:11470772;Cellinker:10910894;Cellinker:11470772;DIP:10910894;DIP:11470772;HPRD:10910894;HPRD:11470772;ICELLNET:22633458;InnateDB:11470772;LRdb:11;LRdb:11470772;connectomeDB2020:10910894;connectomeDB2020:11470772,CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,post_translational,10910894;11;11470772;22633458;24218476,5,25,17,ligand,ligand,,generic,functional,resource_specific,O15467,CCL16,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32246,CCR1,protein,21,False,True,False,True,False
P51671,P32246,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P51671,CCL11,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32246,CCR1,protein,21,False,True,False,True,False
O00175,P32246,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,O00175,CCL24,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32246,CCR1,protein,21,False,True,False,True,False
Q9Y258,P32246,True,False,True,True,False,8,CellPhoneDB:24218476;Cellinker:15039444;HPRD:15039444;ICELLNET:15039444;ICELLNET:22633458;InnateDB:15039444;LRdb:15039444;connectomeDB2020:15039444,CellCall;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr,post_translational,15039444;22633458;24218476,3,17,13,ligand,ligand,,generic,functional,resource_specific,Q9Y258,CCL26,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32246,CCR1,protein,21,False,True,False,True,False
Q92583,P32246,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q92583,CCL17,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32246,CCR1,protein,21,False,True,False,True,False
O00626,P32246,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,O00626,CCL22,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32246,CCR1,protein,21,False,True,False,True,False
P78556,P32246,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P78556,CCL20,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32246,CCR1,protein,21,False,True,False,True,False
P22362,P32246,True,False,True,True,False,2,DIP:10910894;DIP:11470772,CellCall;DIP;Wang,post_translational,10910894;11470772,2,3,3,ligand,ligand,,generic,functional,resource_specific,P22362,CCL1,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32246,CCR1,protein,21,False,True,False,True,False
P80162,P32246,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P80162,CXCL6,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32246,CCR1,protein,21,False,True,False,True,False
P10145,P32246,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P10145,CXCL8,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32246,CCR1,protein,21,False,True,False,True,False
P09341,P32246,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P09341,CXCL1,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32246,CCR1,protein,21,False,True,False,True,False
P19875,P32246,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P19875,CXCL2,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32246,CCR1,protein,21,False,True,False,True,False
P19876,P32246,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P19876,CXCL3,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32246,CCR1,protein,21,False,True,False,True,False
P42830,P32246,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P42830,CXCL5,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32246,CCR1,protein,21,False,True,False,True,False
P02775,P32246,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P02775,PPBP,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32246,CCR1,protein,21,False,True,False,True,False
O43927,P32246,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,O43927,CXCL13,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32246,CCR1,protein,21,False,True,False,True,False
P78423,P32246,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P78423,CX3CL1,protein,19,True,False,True,True,False,receptor,receptor,,generic,functional,resource_specific,P32246,CCR1,protein,21,False,True,False,True,False
P47992,P32246,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P47992,XCL1,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32246,CCR1,protein,21,False,True,False,True,False
Q9UBD3,P32246,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q9UBD3,XCL2,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32246,CCR1,protein,21,False,True,False,True,False
P55774,P32246,True,True,True,False,True,2,CellTalkDB:32103204;scConnect:23951310,CellCall;CellPhoneDB;CellTalkDB;Guide2Pharma_CellPhoneDB;Wang;scConnect,post_translational,23951310;32103204,2,6,5,ligand,ligand,,generic,functional,resource_specific,P55774,CCL18,protein,15,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32246,CCR1,protein,21,False,True,False,True,False
Q8NHW4,P32246,True,False,True,True,False,1,connectomeDB2020:15240137,CellCall;Wang;connectomeDB2020,post_translational,15240137,1,3,3,ligand,ligand,,generic,functional,resource_specific,Q8NHW4,CCL4L1,protein,8,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32246,CCR1,protein,21,False,True,False,True,False
P02776,P32246,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P02776,PF4,protein,15,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32246,CCR1,protein,21,False,True,False,True,False
P10720,P32246,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P10720,PF4V1,protein,6,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32246,CCR1,protein,21,False,True,False,True,False
O95715,P32246,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,O95715,CXCL14,protein,6,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32246,CCR1,protein,21,False,True,False,True,False
P13500,P46092,True,False,True,True,False,11,Baccin2019:10706668;Baccin2019:9364936;CellTalkDB:9364936;Cellinker:10706668;Cellinker:9364936;HPRD:10706668;HPRD:9364936;LRdb:107;LRdb:9364936;connectomeDB2020:10706668;connectomeDB2020:9364936,Baccin2019;CellCall;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr,post_translational,107;10706668;9364936,3,17,12,ligand,ligand,OmniPath,generic,functional,resource_specific,P13500,CCL2,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
P16619,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,Cellinker;OmniPath,generic,functional,resource_specific,P16619,CCL3L1,protein,15,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
Q07325,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,Baccin2019;OmniPath,generic,functional,resource_specific,Q07325,CXCL9,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
P13501,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,connectomeDB2020;CellChatDB;Baccin2019;CellPhoneDB;OmniPath,generic,functional,resource_specific,P13501,CCL5,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
P80075,P46092,True,False,True,True,False,2,Baccin2019:10706668;Baccin2019:9364936,Baccin2019;Ramilowski2015_Baccin2019;Wang,post_translational,10706668;9364936,2,3,2,ligand,ligand,CellPhoneDB;OmniPath,generic,functional,resource_specific,P80075,CCL8,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
P13236,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,Baccin2019;OmniPath,generic,functional,resource_specific,P13236,CCL4,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
P02778,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,connectomeDB2020;OmniPath,generic,functional,resource_specific,P02778,CXCL10,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
O14625,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,O14625,CXCL11,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
P48061,P46092,True,False,True,True,False,0,,CellCall;Wang,post_translational,,,2,2,ligand,ligand,,generic,functional,resource_specific,P48061,CXCL12,protein,20,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
Q99731,P46092,True,False,True,True,False,7,Baccin2019:10706668;CellTalkDB:10706668;Cellinker:10706668;HPRD:10706668;InnateDB:10706668;LRdb:10706668;connectomeDB2020:10706668,Baccin2019;CellCall;CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr,post_translational,10706668,1,16,12,ligand,ligand,,generic,functional,resource_specific,Q99731,CCL19,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
O00585,P46092,True,False,True,True,False,1,connectomeDB2020:10706668,CellCall;Wang;connectomeDB2020,post_translational,10706668,1,3,3,ligand,ligand,,generic,functional,resource_specific,O00585,CCL21,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
O15444,P46092,True,False,True,True,False,6,Baccin2019:10706668;CellTalkDB:10706668;Cellinker:10706668;HPRD:10706668;LRdb:10706668;connectomeDB2020:10706668,Baccin2019;CellCall;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr,post_translational,10706668,1,16,12,ligand,ligand,,generic,functional,resource_specific,O15444,CCL25,protein,20,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
Q99616,P46092,True,False,True,True,False,0,,EMBRACE;Wang,post_translational,,,2,2,ligand,ligand,,generic,functional,resource_specific,Q99616,CCL13,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
Q16627,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q16627,CCL14,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
Q16663,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q16663,CCL15,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
P55773,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P55773,CCL23,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
P10147,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P10147,CCL3,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
P80098,P46092,True,False,True,True,False,7,Baccin2019:9364936;CellTalkDB:9364936;Cellinker:9364936;HPRD:9364936;LRdb:9364936;connectomeDB2020:10706668;connectomeDB2020:9364936,Baccin2019;CellCall;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr,post_translational,10706668;9364936,2,18,13,ligand,ligand,,generic,functional,resource_specific,P80098,CCL7,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
Q9Y4X3,P46092,True,False,True,True,False,20,CellPhoneDB:24218476;CellTalkDB:11821900;Cellinker:10725697;Cellinker:11821900;Cellinker:12718728;DIP:10725697;DIP:10781587;Guide2Pharma:10725697;HPMR:11821900;HPMR:12718728;HPRD:10725697;HPRD:11821900;ICELLNET:22633458;LRdb:10725697;LRdb:11821900;LRdb:12718728;connectomeDB2020:10725697;connectomeDB2020:11821900;connectomeDB2020:12718728;scConnect:10725697,CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr,post_translational,10725697;10781587;11821900;12718728;22633458;24218476,6,32,19,ligand,ligand,,generic,functional,resource_specific,Q9Y4X3,CCL27,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
Q9NRJ3,P46092,True,False,True,True,False,11,Baccin2019:10781587;Baccin2019:10975800;Cellinker:10781587;Cellinker:10975800;HPRD:10781587;HPRD:10975800;ICELLNET:22633458;LRdb:10781587;LRdb:11;connectomeDB2020:10781587;connectomeDB2020:10975800,Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr,post_translational,10781587;10975800;11;22633458,4,29,18,ligand,ligand,,generic,functional,resource_specific,Q9NRJ3,CCL28,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
O15467,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,O15467,CCL16,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
P51671,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P51671,CCL11,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
O00175,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,O00175,CCL24,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
Q9Y258,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q9Y258,CCL26,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
Q92583,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q92583,CCL17,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
O00626,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,O00626,CCL22,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
P78556,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P78556,CCL20,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
P22362,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P22362,CCL1,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
P80162,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P80162,CXCL6,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
P10145,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P10145,CXCL8,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
P09341,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P09341,CXCL1,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
P19875,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P19875,CXCL2,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
P19876,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P19876,CXCL3,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
P42830,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P42830,CXCL5,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
P02775,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P02775,PPBP,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
O43927,P46092,True,False,True,True,False,6,Baccin2019:10706668;CellTalkDB:10706668;Cellinker:10706668;HPRD:10706668;LRdb:10706668;connectomeDB2020:10706668,Baccin2019;CellCall;CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr,post_translational,10706668,1,15,11,ligand,ligand,,generic,functional,resource_specific,O43927,CXCL13,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
P78423,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P78423,CX3CL1,protein,19,True,False,True,True,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
P04083,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P04083,ANXA1,protein,12,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
P47992,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P47992,XCL1,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
Q9UBD3,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q9UBD3,XCL2,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
P55774,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P55774,CCL18,protein,15,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
Q8NHW4,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q8NHW4,CCL4L1,protein,8,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
P02776,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P02776,PF4,protein,15,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
P10720,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P10720,PF4V1,protein,6,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
O95715,P46092,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,O95715,CXCL14,protein,6,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
Q9H0A0,P46092,True,False,True,True,False,0,,Kirouac2010,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q9H0A0,NAT10,protein,1,True,False,False,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
Q53GG5,P46092,True,False,True,True,False,0,,Kirouac2010,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q53GG5,PDLIM3,protein,1,True,False,False,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
Q7L266,P46092,True,False,True,True,False,0,,Kirouac2010,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q7L266,ASRGL1,protein,1,True,False,False,False,False,receptor,receptor,,generic,functional,resource_specific,P46092,CCR10,protein,22,False,True,False,True,False
P13500,Q9NPB9,False,False,False,False,False,10,Baccin2019:10734104;CellTalkDB:10734104;Cellinker:10734104;DIP:10734104;HPRD:10734104;HPRD:9364936;HPRD:9405404;InnateDB:10734104;LRdb:10734104;connectomeDB2020:10734104,Baccin2019;CellTalkDB;Cellinker;DIP;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,post_translational,10734104;9364936;9405404,3,15,11,ligand,ligand,OmniPath,generic,functional,resource_specific,P13500,CCL2,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9NPB9,ACKR4,protein,20,False,True,False,True,False
P13501,Q9NPB9,False,False,False,False,False,4,Cellinker:9469451;HPRD:9405404;HPRD:9469451;LRdb:9469451,CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;iTALK;talklr,post_translational,9405404;9469451,2,13,9,ligand,ligand,connectomeDB2020;Baccin2019;OmniPath,generic,functional,resource_specific,P13501,CCL5,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9NPB9,ACKR4,protein,20,False,True,False,True,False
P80075,Q9NPB9,True,False,True,True,False,11,Baccin2019:10734104;CellChatDB:26740381;CellTalkDB:10734104;Cellinker:10734104;Cellinker:26740381;DIP:10734104;HPRD:10734104;HPRD:9405404;InnateDB:10734104;LRdb:10734104;connectomeDB2020:10734104,Baccin2019;CellChatDB;CellTalkDB;Cellinker;DIP;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,post_translational,10734104;26740381;9405404,3,16,12,ligand,ligand,connectomeDB2020;CellPhoneDB;OmniPath,generic,functional,resource_specific,P80075,CCL8,protein,18,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9NPB9,ACKR4,protein,20,False,True,False,True,False
